propertyCode,url,address,size,floor,province,municipality,district,price,rooms,hasLift,hasParking,hasTerrace,hasSwimmingPool,hasAirConditioning,hasGarden,bathrooms
105439093,https://www.idealista.com/inmueble/105439093/,"calle de Alcalá, 233",207.0,1,Madrid,Madrid,Barrio de Salamanca,1149000.0,3,True,,True,False,True,False,3
104214883,https://www.idealista.com/inmueble/104214883/,"calle de Goya, 25",304.0,1,Madrid,Madrid,Barrio de Salamanca,5313920.0,4,True,,False,False,True,False,4
87516553,https://www.idealista.com/inmueble/87516553/,"calle Fernando Católico, Madrid, 88",289.0,1,Madrid,Madrid,Chamberí,1100000.0,9,True,True,False,False,False,False,4
100972482,https://www.idealista.com/inmueble/100972482/,"calle de Roberto Domingo, 1",149.0,7,Madrid,Madrid,Barrio de Salamanca,1650000.0,3,True,True,True,True,True,False,3
105354974,https://www.idealista.com/inmueble/105354974/,calle del General Oráa,153.0,3,Madrid,Madrid,Barrio de Salamanca,1700000.0,4,True,,False,False,True,False,2
105945107,https://www.idealista.com/inmueble/105945107/,calle de Maldonado,233.0,6,Madrid,Madrid,Barrio de Salamanca,2550000.0,4,True,True,False,False,True,True,5
106053407,https://www.idealista.com/inmueble/106053407/,calle de Lagasca,347.0,1,Madrid,Madrid,Barrio de Salamanca,6890000.0,5,True,True,False,True,True,False,6
106034136,https://www.idealista.com/inmueble/106034136/,calle de la Aduana no number,50.0,1,Madrid,Madrid,Centro,270000.0,2,True,,True,False,False,False,1
105692944,https://www.idealista.com/inmueble/105692944/,"calle de Juan Bravo, 3",62.0,3,Madrid,Madrid,Barrio de Salamanca,899000.0,1,True,True,False,False,True,False,1
105338148,https://www.idealista.com/inmueble/105338148/,calle de Don Ramón de la Cruz,123.0,1,Madrid,Madrid,Barrio de Salamanca,1250000.0,3,True,,False,False,True,False,2
105379719,https://www.idealista.com/inmueble/105379719/,calle del Alcalde Sainz de Baranda,94.0,7,Madrid,Madrid,Retiro,950000.0,3,True,,True,False,True,False,2
106235078,https://www.idealista.com/inmueble/106235078/,calle de Sierra Gádor,54.0,3,Madrid,Madrid,Villa de Vallecas,235000.0,2,False,,False,False,False,False,2
106232981,https://www.idealista.com/inmueble/106232981/,calle de Sierra Gádor,37.0,1,Madrid,Madrid,Villa de Vallecas,174900.0,1,False,,False,False,False,False,1
105904644,https://www.idealista.com/inmueble/105904644/,subdistrict Cuatro Caminos,97.0,7,Madrid,Madrid,Tetuán,675000.0,3,True,,False,False,False,False,1
105425617,https://www.idealista.com/inmueble/105425617/,"calle del Príncipe de Vergara, 4",175.0,1,Madrid,Madrid,Barrio de Salamanca,1830000.0,2,True,,False,False,True,False,3
105792251,https://www.idealista.com/inmueble/105792251/,calle de Zurbano,355.0,5,Madrid,Madrid,Chamberí,3500000.0,6,True,True,True,False,True,False,4
104370088,https://www.idealista.com/inmueble/104370088/,calle de Lagasca,380.0,1,Madrid,Madrid,Barrio de Salamanca,3630000.0,3,False,,False,False,False,False,3
105935525,https://www.idealista.com/inmueble/105935525/,calle de Hermosilla,115.0,1,Madrid,Madrid,Barrio de Salamanca,1420000.0,2,True,,False,False,True,False,3
104011225,https://www.idealista.com/inmueble/104011225/,calle Gran Vía,395.0,2,Madrid,Madrid,Centro,6000000.0,6,True,,False,False,True,False,7
105376875,https://www.idealista.com/inmueble/105376875/,calle de la Virgen de los Peligros,250.0,3,Madrid,Madrid,Centro,2200000.0,3,True,,False,True,True,False,4
106190483,https://www.idealista.com/inmueble/106190483/,calle Duque de Tamames,215.0,1,Madrid,Madrid,Ciudad Lineal,1450000.0,5,True,True,True,True,True,True,3
104662130,https://www.idealista.com/inmueble/104662130/,ronda de Sobradiel,380.0,,Madrid,Madrid,Hortaleza,2190000.0,7,,True,True,True,True,True,5
104254787,https://www.idealista.com/inmueble/104254787/,subdistrict El Plantío,968.0,,Madrid,Madrid,Moncloa,4100000.0,6,,True,True,True,True,True,7
104079750,https://www.idealista.com/inmueble/104079750/,subdistrict Canillas,438.0,,Madrid,Madrid,Hortaleza,1795000.0,5,,True,True,True,True,True,5
86575273,https://www.idealista.com/inmueble/86575273/,subdistrict Conde Orgaz-Piovera,1198.0,,Madrid,Madrid,Hortaleza,5450000.0,7,,True,True,True,True,True,6
105953148,https://www.idealista.com/inmueble/105953148/,calle del Poeta Joan Maragall,222.0,7,Madrid,Madrid,Tetuán,1599000.0,3,True,True,True,False,True,True,3
105844720,https://www.idealista.com/inmueble/105844720/,calle de Alcalá,150.0,4,Madrid,Madrid,Barrio de Salamanca,1660000.0,3,True,,False,False,True,False,3
105656413,https://www.idealista.com/inmueble/105656413/,subdistrict Palacio,198.0,1,Madrid,Madrid,Centro,1495000.0,3,True,,False,False,False,False,2
104556674,https://www.idealista.com/obra-nueva/104556674/,"avenida Provisional Ahijones Berrocales, 62",105.0,1,Madrid,Madrid,Vicálvaro,354300.0,2,True,True,True,True,False,False,2
104556912,https://www.idealista.com/obra-nueva/104556912/,"avenida Provisional Ahijones Berrocales, 62",102.0,1,Madrid,Madrid,Vicálvaro,381000.0,3,True,True,True,True,False,False,2
104254611,https://www.idealista.com/obra-nueva/104254611/,"avenida Provisional Ahijones Berrocales, 62",85.0,1,Madrid,Madrid,Vicálvaro,320200.0,2,True,True,True,True,False,False,2
104554313,https://www.idealista.com/obra-nueva/104554313/,calle Joaquín Lorenzo no number,114.0,1,Madrid,Madrid,Fuencarral,652000.0,3,True,True,True,True,False,False,2
105935279,https://www.idealista.com/inmueble/105935279/,calle de Alcalá,242.0,3,Madrid,Madrid,Barrio de Salamanca,3895000.0,4,True,,False,False,True,False,5
104554398,https://www.idealista.com/obra-nueva/104554398/,calle Joaquín Lorenzo no number,151.0,1,Madrid,Madrid,Fuencarral,850000.0,4,True,True,True,True,False,False,3
104554408,https://www.idealista.com/obra-nueva/104554408/,calle Joaquín Lorenzo no number,146.0,7,Madrid,Madrid,Fuencarral,942000.0,4,True,True,True,True,False,False,3
105298740,https://www.idealista.com/inmueble/105298740/,"calle de Juan de Urbieta, 49",160.0,2,Madrid,Madrid,Retiro,900000.0,1,False,,True,False,False,False,2
106269895,https://www.idealista.com/inmueble/106269895/,"calle Riaza, 2  A",344.0,2,Madrid,Madrid,Moncloa,998800.0,5,True,True,True,True,True,True,4
105887154,https://www.idealista.com/inmueble/105887154/,"calle de Hermosilla, 55",232.0,2,Madrid,Madrid,Barrio de Salamanca,4000000.0,4,True,,False,False,True,False,5
105718075,https://www.idealista.com/inmueble/105718075/,calle del Cardenal Cisneros,60.0,5,Madrid,Madrid,Chamberí,473000.0,3,False,,False,False,False,False,1
